PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,STATION_NR,LAT_DEGREES,LON_DEGREES,DEPTH,UNDERWATER_VISIBILITY,MAPGRID_NR,HABITAT_CD,ZONE_NR,SUBREGION_NR,MPA_NR,SPECIES_NR,SPECIES_CD,LEN,NUM,TIME_SEEN,PROT,STRAT,REGION
439U,2010,8,6,1,24.49065,-81.6794667,5.6,8.4,5269794,CONT_LR,4,8,0,88,ANI VIRG,0,0,1,0,FSLR,FLA KEYS
440U,2010,8,18,2,24.4976833,-81.6482667,4,5.3,5329798,CONT_LR,4,8,0,301,RAC CANA,0,0,1,0,FSLR,FLA KEYS
441U,2010,8,20,1,24.52371,-81.581,3.7,7.9,5457312,ISOL_LR,4,8,0,147,ACA QUAD,0,0,1,0,FSLR,FLA KEYS
442U,2010,8,20,2,24.52384,-81.57535,4.6,11.4,5468562,CONT_LR,4,8,0,195,SCO REGA,0,0,1,0,FSLR,FLA KEYS
443H,2010,8,6,2,24.4964167,-81.6605833,4.3,7.6,5307297,ISOL_LR,4,8,19,262,SPH PICU,0,0,1,1,FSLR,FLA KEYS
443U,2010,8,6,1,24.4959833,-81.6603167,4.7,9.9,5307297,CONT_LR,4,8,19,55,EMB PAND,0,0,1,1,FSLR,FLA KEYS
444U,2010,8,6,2,24.4945333,-81.65895,3.8,9.1,5311046,CONT_LR,4,8,19,7,ACA BAHI,6,0.5,1,1,FSLR,FLA KEYS
445U,2010,7,14,1,24.45334,-81.90548,9.1,6.9,4842274,SPGR_LR,4,8,0,89,HAE ALBU,0,0,1,0,FMLR,FLA KEYS
446U,2010,8,3,1,24.46979,-81.81458,9.1,7.6,5014783,RUBB_LR,4,8,0,111,CLE PARR,0,0,1,0,FMLR,FLA KEYS
448U,2010,8,5,1,24.48665,-81.7412333,9.3,6.1,5153542,CONT_LR,4,8,0,219,PAR FURC,0,0,1,0,FMLR,FLA KEYS
449U,2010,8,6,1,24.4886,-81.6897,7.2,7.6,5251043,CONT_LR,4,8,0,111,CLE PARR,0,0,1,0,FMLR,FLA KEYS
450U,2010,8,16,2,24.5068167,-81.6464,7.3,4.6,5333553,CONT_LR,4,8,0,111,CLE PARR,0,0,1,0,FMLR,FLA KEYS
451U,2010,11,15,2,24.5091167,-81.6009833,7.3,11.3,5419804,ISOL_LR,4,8,0,181,SPA ATOM,9,3.75,1,0,FMLR,FLA KEYS
452U,2010,8,23,1,24.54206,-81.48888,6.6,13.7,5633572,CONT_LR,4,8,0,181,SPA ATOM,7,0.5,1,0,FMLR,FLA KEYS
453U,2010,11,18,1,24.5671833,-81.3309833,8.4,13.7,5933586,ISOL_LR,4,8,0,113,HAL BIVI,9.5,2,1,0,FMLR,FLA KEYS
454U,2010,8,5,2,24.48305,-81.7274667,9.8,6.1,5179790,ISOL_LR,4,8,20,54,ACA CHAP,0,0,1,1,FMLR,FLA KEYS
455U,2010,8,17,2,24.4832667,-81.7233167,6.1,5.8,5187290,ISOL_LR,4,8,20,111,CLE PARR,0,0,1,1,FMLR,FLA KEYS
456U,2010,8,5,1,24.4817,-81.7217,6.3,6.8,5191039,CONT_LR,4,8,20,111,CLE PARR,0,0,1,1,FMLR,FLA KEYS
457H,2010,8,6,2,24.4876333,-81.7017,7,6.1,5228542,CONT_LR,4,8,20,220,RYP SAPO,0,0,1,1,FMLR,FLA KEYS
457U,2010,8,6,1,24.4874667,-81.7015833,6.7,5.3,5228542,RUBB_LR,4,8,20,21,MEL NIGE,0,0,1,1,FMLR,FLA KEYS
458U,2010,8,4,2,24.4828667,-81.77095,6.6,8.4,5097290,CONT_LR,4,8,0,72,COR DICR,0,0,1,0,FMLR,FLA KEYS
459H,2010,8,20,2,24.516,-81.5479,10.7,10.7,5521058,ISOL_LR,4,8,0,290,IST PLAT,0,0,1,0,FMLR,FLA KEYS
459U,2010,8,20,1,24.51589,-81.54832,10.2,11.4,5521058,SPGR_LR,4,8,0,7,ACA BAHI,14,1,1,0,FMLR,FLA KEYS
460U,2010,8,3,2,24.47542,-81.83398,5,9.3,4977286,ISOL_LR,4,8,0,16,BAL CAPR,0,0,1,0,FSLR,FLA KEYS
461U,2010,8,23,2,24.55705,-81.38127,5.8,13,5836080,CONT_LR,4,8,0,222,SER TABA,0,0,1,0,FSLR,FLA KEYS
462U,2010,8,12,1,24.54745,-81.40961,1.8,8.6,5783575,CONT_LR,4,8,16,145,LAC BICA,0,0,1,1,FSLR,FLA KEYS
464U,2010,8,11,2,24.4757333,-81.7433833,7.3,4.6,5149786,RUBB_LR,4,8,0,393,ACA MARI,0,0,1,0,FMLR,FLA KEYS
465U,2010,11,18,1,24.5659,-81.3384167,7.6,13.7,5918585,CONT_LR,4,8,0,287,REM REMO,0,0,1,0,FMLR,FLA KEYS
466U,2010,8,6,1,24.4884333,-81.67425,4.4,9.1,5281043,CONT_LR,4,8,0,53,ACA ASPE,0,0,1,0,FSLR,FLA KEYS
467U,2010,8,18,2,24.4904833,-81.6704833,4.6,8.4,5288544,SPGR_LR,4,8,0,386,CAR LUGU,0,0,1,0,FSLR,FLA KEYS
468U,2010,8,18,2,24.4961667,-81.6483,4.1,5.3,5329797,SPGR_HR,4,8,0,140,GYM VICI,0,0,1,0,HRRF,FLA KEYS
469U,2010,11,15,1,24.4997333,-81.6306667,6.3,9.1,5363549,CONT_LR,4,8,0,101,HOL ADSC,0,0,1,0,FSLR,FLA KEYS
470U,2010,11,15,1,24.504,-81.6253833,5.3,9.9,5374801,ISOL_LR,4,8,0,157,ABU SAXA,0,0,1,0,FSLR,FLA KEYS
471U,2010,8,20,2,24.52123,-81.57935,2.1,9.9,5461061,SPGR_HR,4,8,0,204,HYP CHLO,0,0,1,0,HRRF,FLA KEYS
472U,2010,8,20,2,24.52381,-81.5769,3.8,10.7,5464812,SPGR_LR,4,8,0,116,HAL PICT,0,0,1,0,FSLR,FLA KEYS
473U,2010,8,20,2,24.5088333,-81.57155,9.1,13.7,5476054,SPGR_HR,4,8,0,427,PRI PECT,0,0,1,0,HRRF,FLA KEYS
474U,2010,8,20,2,24.51,-81.565,7.6,12.2,5487305,SPGR_HR,4,8,0,177,SCA ISER,5,0.5,1,0,HRRF,FLA KEYS
475U,2010,8,13,1,24.52176,-81.52039,8.2,6.9,5573561,SPGR_LR,4,8,0,114,HAL GARN,5.5,2,1,0,FMLR,FLA KEYS
476U,2010,8,13,2,24.52339,-81.51669,6.1,4.6,5581062,ISOL_LR,4,8,0,413,ACA SPIN,0,0,1,0,FMLR,FLA KEYS
477U,2010,8,13,2,24.5236,-81.5144,7.9,4.6,5584812,ISOL_LR,4,8,0,91,HAE CARB,0,0,1,0,FMLR,FLA KEYS
478U,2010,8,12,2,24.54446,-81.41059,6.3,6.1,5783573,SPGR_HR,4,8,16,97,HAE PLUM,21,0.5,2,1,HRRF,FLA KEYS
479U,2010,8,12,1,24.54733,-81.40389,2.7,8.6,5794825,SPGR_LR,4,8,16,144,OPI WHIT,0,0,1,1,FSLR,FLA KEYS
480U,2010,11,15,3,24.49225,-81.6661333,6.3,11.4,5296045,CONT_LR,4,8,19,8,ACA CHIR,18,0.5,1,1,FSLR,FLA KEYS
482H,2010,8,5,2,24.4834333,-81.7154,2.6,9.9,5202290,CONT_LR,4,8,20,214,MYC BONA,0,0,1,1,FSLR,FLA KEYS
482U,2010,8,5,1,24.4834167,-81.7154,2.1,9.9,5202290,RUBB_LR,4,8,20,731,SRR SPE.,0,0,1,1,FSLR,FLA KEYS
483U,2010,8,5,1,24.4795667,-81.7118833,9,7.6,5209788,SPGR_HR,4,8,20,48,CHA CAPI,9,0.5,1,1,HRRF,FLA KEYS
484U,2010,8,3,2,24.45915,-81.84362,5.8,8.6,4958527,SPGR_LR,4,8,21,76,ALU MONO,0,0,1,1,FMLR,FLA KEYS
485U,2010,8,3,1,24.4609,-81.8405,8.4,8.4,4966028,SPGR_LR,4,8,21,30,SCA CRIS,0,0,1,1,FMLR,FLA KEYS
486U,2010,8,3,2,24.45523,-81.8598,3.7,11.4,4928525,SPGR_HR,4,8,22,80,ELA OCEA,4,0.5,3,1,HRRF,FLA KEYS
487U,2010,8,2,2,24.45507,-81.85646,5.3,8.4,4932275,SPGR_HR,4,8,22,59,MAL TRIA,0,0,1,1,HRRF,FLA KEYS
488U,2010,8,2,1,24.45127,-81.87915,9.5,9.1,4891023,SPGR_LR,4,8,23,224,SER TORT,0,0,1,1,FMLR,FLA KEYS
489U,2010,8,2,1,24.4537,-81.87483,4.3,8.4,4898524,CONT_LR,4,8,23,9,ACA COER,11,0.25,1,1,FSLR,FLA KEYS
490U,2010,7,14,2,24.43317,-81.93571,13.4,15.2,4782263,SPGR_HR,4,8,0,409,HAL CAUD,0,0,1,0,HRRF,FLA KEYS
491U,2010,7,14,1,24.43667,-81.92993,20.1,9.9,4793515,SPGR_LR,4,8,0,303,ACA SOLA,0,0,1,0,FDLR,FLA KEYS
492U,2010,8,4,2,24.47228,-81.75898,11.4,8.4,5119784,SPGR_LR,4,8,0,705,GOB SPE.,0,0,1,0,FMLR,FLA KEYS
493U,2010,8,4,2,24.472,-81.75291,15.2,8.4,5131034,SPGR_LR,4,8,0,254,MYC TIGR,0,0,1,0,FMLR,FLA KEYS
494U,2010,11,15,1,24.4996167,-81.6327333,10.5,9.1,5359799,SPGR_LR,4,8,0,186,PRO ACUL,0,0,1,0,FMLR,FLA KEYS
495U,2010,8,20,1,24.51085,-81.55968,13,11.4,5498555,SPGR_HR,4,8,0,254,MYC TIGR,0,0,1,0,HRRF,FLA KEYS
496U,2010,8,13,2,24.52542,-81.50045,10.1,6.9,5611063,SPGR_LR,4,8,0,6,MON CILI,0,0,1,0,FMLR,FLA KEYS
497U,2010,8,13,2,24.53996,-81.43546,9,7.6,5734821,SPGR_LR,4,8,0,167,STE PART,4.5,2.125,1,0,FMLR,FLA KEYS
498U,2010,8,13,1,24.54757,-81.42548,12,6.1,5753575,ISOL_LR,4,8,0,6,MON CILI,0,0,1,0,FMLR,FLA KEYS
499U,2010,11,17,1,24.5583,-81.3682333,8.1,9.9,5862331,ISOL_LR,4,8,0,167,STE PART,2,0.5,1,0,FMLR,FLA KEYS
500U,2010,8,12,2,24.54161,-81.40932,22.9,5.3,5783572,SPGR_LR,4,8,16,179,SCA TAEN,35,0.5,1,1,FMLR,FLA KEYS
501U,2010,8,13,2,24.54747,-81.39809,8.1,5.3,5806075,ISOL_LR,4,8,16,114,HAL GARN,10,0.5,1,1,FMLR,FLA KEYS
502U,2010,8,17,2,24.47775,-81.72115,14.3,6.1,5191037,SPGR_LR,4,8,20,30,SCA CRIS,0,0,1,1,FMLR,FLA KEYS
503U,2010,8,18,1,24.4814,-81.69975,12.8,7.6,5232289,SPGR_LR,4,8,20,235,SPH MOKA,0,0,1,1,FMLR,FLA KEYS
505U,2010,7,14,2,24.447,-81.952,12.2,6.1,4752271,ISOL_LR,4,8,0,30,SCA CRIS,0,0,1,0,FMLR,FLA KEYS
506U,2010,8,2,2,24.442,-81.88715,23.2,6.9,4876018,SPGR_LR,4,8,0,6,MON CILI,0,0,1,0,FDLR,FLA KEYS
507U,2010,8,4,2,24.45707,-81.86329,7.8,9.1,4921026,SPGR_LR,4,8,0,379,PRI AQUI,0,0,1,0,FMLR,FLA KEYS
508U,2010,8,4,1,24.46668,-81.78473,19.1,7.1,5071031,SPGR_LR,4,8,0,29,OPH MACC,0,0,1,0,FDLR,FLA KEYS
509U,2010,8,4,1,24.47073,-81.77477,9,7.8,5089783,SPGR_LR,4,8,0,177,SCA ISER,12,0.5,1,0,FMLR,FLA KEYS
510U,2010,8,17,2,24.4725667,-81.71095,21,7.1,5209784,SPGR_LR,4,8,0,29,OPH MACC,0,0,1,0,FDLR,FLA KEYS
511U,2010,8,18,2,24.4940833,-81.64055,18.1,4.6,5344796,SPGR_LR,4,8,0,705,GOB SPE.,0,0,1,0,FMLR,FLA KEYS
512U,2010,11,15,2,24.5019,-81.6037,14.9,13,5416050,SPGR_LR,4,8,0,77,GNA THOM,0,0,1,0,FMLR,FLA KEYS
513U,2010,8,13,2,24.5455,-81.3965,14.5,6.1,5809824,ISOL_LR,4,8,0,705,GOB SPE.,0,0,1,0,FMLR,FLA KEYS
514U,2010,11,17,2,24.5549167,-81.35305,26.8,11.4,5892329,SPGR_LR,4,8,0,205,HYP GEMM,0,0,1,0,FDLR,FLA KEYS
515U,2010,8,17,2,24.4815167,-81.7038333,9,6.1,5224789,SPGR_LR,4,8,20,238,CAN ROST,4,0.5,1,1,FMLR,FLA KEYS
516U,2010,8,18,2,24.4817667,-81.7013167,10.1,7.6,5228539,SPGR_LR,4,8,20,113,HAL BIVI,3,0.5,1,1,FMLR,FLA KEYS
517U,2010,8,3,2,24.45687,-81.84743,11.6,8.4,4951026,SPGR_LR,4,8,21,199,CEP CRUE,12,0.5,1,1,FMLR,FLA KEYS
518U,2010,8,3,1,24.46263,-81.84789,5.9,9.9,4951029,ISOL_LR,4,8,21,50,CHA SEDE,0,0,1,1,FSLR,FLA KEYS
519U,2010,8,2,2,24.45342,-81.85954,9.8,7.6,4928524,SPGR_LR,4,8,22,429,AST GUTT,0,0,1,1,FMLR,FLA KEYS
520U,2010,8,2,2,24.4571,-81.85747,5.3,9.1,4932276,ISOL_LR,4,8,22,124,THA BIFA,6,0.5,1,1,FSLR,FLA KEYS
521U,2010,8,2,2,24.44957,-81.87131,15.2,8.4,4906022,SPGR_LR,4,8,23,35,CAR BART,0,0,1,1,FMLR,FLA KEYS
522U,2010,8,2,1,24.45152,-81.87139,12.8,7.6,4906023,SPGR_LR,4,8,23,96,HAE PARR,0,0,1,1,FMLR,FLA KEYS
524U,2010,8,3,2,24.95397,-80.54811,4,6.1,7418800,ISOL_MR,1,10,0,219,PAR FURC,0,0,1,0,INPR,FLA KEYS
525U,2010,8,3,2,24.95124,-80.55148,4.3,7.6,7411299,ISOL_MR,1,10,0,121,SER RIVO,0,0,1,0,INPR,FLA KEYS
526U,2010,8,3,1,24.95266,-80.54873,3.8,9.1,7415049,ISOL_MR,1,10,0,417,HET LONG,0,0,1,0,INPR,FLA KEYS
528U,2010,9,9,1,24.6256333,-81.2326667,7.9,6.9,6121118,ISOL_MR,2,9,0,182,SPA AURO,9,1,1,0,MCPR,FLA KEYS
529U,2010,9,9,1,24.6295667,-81.2305667,9.1,6.9,6124870,ISOL_MR,2,9,0,182,SPA AURO,0,0,1,0,MCPR,FLA KEYS
530U,2010,9,13,2,24.6941833,-81.0149833,7.2,6.6,6533656,ISOL_MR,2,9,0,85,MIC MICR,0,0,1,0,MCPR,FLA KEYS
532U,2010,8,12,1,24.90381,-80.60976,4.4,8.4,7302522,ISOL_MR,2,10,0,251,GYM SAXI,0,0,1,0,MCPR,FLA KEYS
534U,2010,8,4,2,24.93564,-80.54786,6.1,7.6,7418790,ISOL_MR,2,10,10,204,HYP CHLO,0,0,1,1,MCPR,FLA KEYS
535U,2010,8,4,1,24.93756,-80.54765,4.1,7.6,7418791,ISOL_MR,2,10,10,705,GOB SPE.,0,0,1,1,MCPR,FLA KEYS
536U,2010,8,12,2,24.90443,-80.61691,3.5,5.3,7287523,ISOL_MR,2,10,11,338,COR PUNC,0,0,1,1,MCPR,FLA KEYS
537U,2010,8,12,1,24.90625,-80.61424,4.3,9.1,7291274,ISOL_MR,2,10,11,204,HYP CHLO,0,0,1,1,MCPR,FLA KEYS
538U,2010,9,17,1,24.6237667,-81.1405833,7.5,8.4,6293617,ISOL_MR,3,9,0,414,MYC ACUT,0,0,1,0,OFPR,FLA KEYS
540U,2010,9,13,1,24.70435,-80.9395667,6.7,8.4,6676162,ISOL_MR,3,9,0,204,HYP CHLO,0,0,1,0,OFPR,FLA KEYS
541U,2010,8,11,1,24.81028,-80.68405,8.7,5,7159970,CONT_LR,4,10,0,173,CRY ROSE,0,0,1,0,FMLR,FLA KEYS
542U,2010,8,11,1,24.88006,-80.59211,5.9,9.1,7332509,CONT_LR,4,10,0,30,SCA CRIS,0,0,1,0,FSLR,FLA KEYS
543U,2010,8,13,2,24.8724,-80.58603,8.1,12.2,7347505,ISOL_MR,3,10,0,745,HYP SPE.,0,0,1,0,OFPR,FLA KEYS
544U,2010,8,4,2,24.88081,-80.5798,7.6,15.2,7358760,ISOL_MR,3,10,0,130,LUT JOCU,0,0,1,0,OFPR,FLA KEYS
547U,2010,9,13,1,24.66345,-81.0111333,4.4,10.7,6541139,ISOL_LR,4,9,0,170,PRI AREN,0,0,1,0,FSLR,FLA KEYS
548U,2010,9,13,1,24.6715833,-80.9854,5.8,10.7,6589893,CONT_LR,4,9,0,167,STE PART,1,0.5,1,0,FSLR,FLA KEYS
551U,2010,8,4,1,24.89022,-80.5812,3.8,13.7,7355015,CONT_LR,4,10,0,33,PAR BAIR,0,0,1,0,FSLR,FLA KEYS
553U,2010,8,3,2,24.94647,-80.49963,4.9,12.2,7508796,ISOL_LR,4,10,0,757,STE SPE.,0,0,1,0,FSLR,FLA KEYS
554U,2010,8,17,1,24.95162,-80.45976,5.3,15.2,7583799,CONT_LR,4,10,7,169,STE VARI,4,0.5,1,1,FSLR,FLA KEYS
555U,2010,8,17,2,24.95485,-80.4602,3.8,13.7,7583801,CONT_LR,4,10,7,1,ANT OCEL,0,0,1,1,FSLR,FLA KEYS
556U,2010,8,3,1,24.92467,-80.50419,5.5,18.3,7501284,CONT_LR,4,10,9,225,ARC RHOM,0,0,1,1,FSLR,FLA KEYS
557U,2010,9,3,1,24.76615,-80.75537,5.8,13.7,7024946,SPGR_LR,4,9,13,258,DIP ARGE,0,0,1,1,FSLR,FLA KEYS
558U,2010,9,3,1,24.76768,-80.75158,4.7,13.7,7032447,SPGR_LR,4,9,13,201,EPI GUTT,0,0,1,1,FSLR,FLA KEYS
559U,2010,9,13,1,24.6813167,-80.9689667,7.2,9.1,6619899,ISOL_LR,4,9,14,94,HAE MACR,0,0,1,1,FMLR,FLA KEYS
560U,2010,9,8,1,24.6884,-80.96,5.6,12.2,6638653,CONT_LR,4,9,14,201,EPI GUTT,0,0,1,1,FSLR,FLA KEYS
561U,2010,11,18,1,24.57445,-81.30565,10.4,8.4,5982340,ISOL_LR,4,9,0,32,BOT OCEL,0,0,1,0,FMLR,FLA KEYS
562U,2010,11,18,1,24.5788667,-81.3015167,8.8,9.9,5989842,CONT_LR,4,9,0,226,CAL BAJO,0,0,1,0,FMLR,FLA KEYS
563U,2010,9,9,2,24.5819333,-81.28165,10.8,13.7,6027344,ISOL_LR,4,9,0,1,ANT OCEL,0,0,1,0,FMLR,FLA KEYS
564U,2010,9,9,1,24.5889167,-81.27415,10.4,12.2,6042348,ISOL_LR,4,9,0,757,STE SPE.,0,0,1,0,FMLR,FLA KEYS
565U,2010,7,15,2,24.665,-80.9742,22.9,7.6,6612390,SPGR_LR,4,9,0,335,EUC GULA,0,0,1,0,FDLR,FLA KEYS
567H,2010,8,11,2,24.82569,-80.66461,9.3,6.1,7197479,ISOL_LR,4,10,0,55,EMB PAND,0,0,1,0,FMLR,FLA KEYS
567U,2010,8,11,1,24.82548,-80.66471,9.1,5.8,7197479,CONT_LR,4,10,0,288,ELO SAUR,0,0,1,0,FMLR,FLA KEYS
568U,2010,8,4,1,24.88877,-80.55968,9.3,16.8,7396264,CONT_LR,4,10,0,136,MUL MART,0,0,1,0,FMLR,FLA KEYS
569U,2010,8,4,1,24.89235,-80.5593,8.1,13.7,7396266,CONT_LR,4,10,0,328,PAR ALBI,0,0,1,0,FMLR,FLA KEYS
570U,2010,8,3,1,24.92138,-80.50806,7,18.3,7493782,CONT_LR,4,10,9,328,PAR ALBI,0,0,1,1,FMLR,FLA KEYS
571U,2010,9,3,2,24.76294,-80.75597,9.3,12.2,7024944,CONT_LR,4,9,13,410,SCH BETA,0,0,1,1,FMLR,FLA KEYS
572U,2010,9,8,3,24.67895,-80.9480667,9.9,21.3,6661148,CONT_LR,4,9,0,97,HAE PLUM,16,0.5,1,0,FMLR,FLA KEYS
574U,2010,8,13,1,24.86202,-80.5997,4.9,13.7,7321249,SPGR_LR,4,10,0,5,GYM MILI,0,0,1,0,FSLR,FLA KEYS
575U,2010,8,13,2,24.8671,-80.58762,8.5,14.5,7343752,ISOL_LR,4,10,0,236,SYN FOET,0,0,1,0,FMLR,FLA KEYS
576U,2010,8,11,2,24.79176,-80.69634,12.2,12.2,7137460,SPGR_LR,4,10,0,8,ACA CHIR,25.5,0.5,1,0,FMLR,FLA KEYS
577U,2010,8,13,1,24.86036,-80.59274,14.2,16,7332498,SPGR_LR,4,10,0,734,ACA SPE.,0,0,1,0,FMLR,FLA KEYS
578U,2010,8,4,2,24.91075,-80.53033,5.5,15.2,7452526,RUBB_LR,4,10,0,236,SYN FOET,0,0,1,0,FSLR,FLA KEYS
580U,2010,8,12,1,24.84904,-80.62089,3.1,10.7,7279992,RUBB_LR,4,10,12,182,SPA AURO,3.5,0.25,1,1,FSLR,FLA KEYS
581U,2010,8,13,1,24.85064,-80.62028,2.6,13.7,7279993,RUBB_LR,4,10,12,263,CHI SCHO,0,0,1,1,FSLR,FLA KEYS
582U,2010,7,15,1,24.64567,-81.03418,18.7,10.7,6496129,SPGR_LR,4,9,0,429,AST GUTT,0,0,1,0,FDLR,FLA KEYS
583U,2010,8,4,1,24.9086,-80.52962,5.8,16.8,7452525,RUBB_LR,4,10,0,113,HAL BIVI,12,0.5,1,0,FSLR,FLA KEYS
584U,2010,7,15,1,24.62873,-81.09136,15.1,11.4,6387370,SPGR_LR,4,9,0,710,SPA SPE.,0,0,1,0,FMLR,FLA KEYS
585U,2010,7,15,1,24.62509,-81.09062,22.3,6.1,6391118,SPGR_LR,4,9,0,60,PAR MARN,0,0,1,0,FDLR,FLA KEYS
586U,2010,7,15,1,24.63069,-81.08385,14.9,10.7,6402371,SPGR_LR,4,9,0,61,PAR NIGR,0,0,1,0,FMLR,FLA KEYS
587U,2010,8,13,2,24.89604,-80.61653,4.3,10.7,7287518,ISOL_MR,2,10,0,710,SPA SPE.,0,0,1,0,MCPR,FLA KEYS
588U,2010,8,12,1,24.84664,-80.61876,11.3,10.7,7283741,SPGR_LR,4,10,12,157,ABU SAXA,0,0,1,1,FMLR,FLA KEYS
589U,2010,8,12,1,24.84892,-80.61691,8.5,10.7,7287492,SPGR_LR,4,10,12,157,ABU SAXA,0,0,1,1,FMLR,FLA KEYS
590U,2010,7,15,2,24.6239,-81.1151,8.5,12.2,6342367,SPGR_LR,4,9,0,160,CHR INSO,0,0,1,0,FMLR,FLA KEYS
591U,2010,7,15,2,24.6227,-81.11077,16.5,11.4,6349866,SPGR_LR,4,9,15,9,ACA COER,3,0.5,2,1,FMLR,FLA KEYS
592U,2010,9,9,2,24.5732667,-81.2917167,12.5,13.7,6008589,SPGR_LR,4,9,0,152,HOL BERM,0,0,1,0,FMLR,FLA KEYS
593U,2010,9,7,2,24.5872167,-81.2323667,18.4,11.4,6121097,SPGR_LR,4,9,0,235,SPH MOKA,0,0,1,0,FDLR,FLA KEYS
594U,2010,9,7,2,24.5924167,-81.2241,10.8,14.5,6136100,SPGR_LR,4,9,0,417,HET LONG,0,0,1,0,FMLR,FLA KEYS
595U,2010,9,7,2,24.5947667,-81.2153333,11.9,10.7,6154851,SPGR_LR,4,9,0,200,CEP FULV,0,0,1,0,FMLR,FLA KEYS
596U,2010,9,7,2,24.5966833,-81.2067667,13.4,13.7,6169852,SPGR_LR,4,9,0,252,MUR RETI,0,0,1,0,FMLR,FLA KEYS
597U,2010,9,7,1,24.5974833,-81.2004833,15.2,9.9,6181102,SPGR_LR,4,9,0,124,THA BIFA,3,1.25,1,0,FMLR,FLA KEYS
598U,2010,10,27,2,24.6168167,-81.194,8.8,6.1,6192363,SPGR_LR,4,9,0,711,CAL SPE.,0,0,1,0,FMLR,FLA KEYS
599U,2010,9,17,2,24.6160667,-81.1389,12.2,10.7,6297363,ISOL_LR,4,9,0,81,PAR MARM,5,0.5,1,0,FMLR,FLA KEYS
600U,2010,7,15,2,24.6342,-81.0779,10.8,12.2,6413623,SPGR_LR,4,9,0,22,STE HISP,0,0,1,0,FMLR,FLA KEYS
601U,2010,7,15,1,24.65315,-81.00796,23.8,13.7,6544883,SPGR_LR,4,9,0,253,EPI ITAJ,0,0,1,0,FDLR,FLA KEYS
602U,2010,7,15,1,24.66158,-80.98351,18.3,9.1,6593638,SPGR_LR,4,9,0,239,CHI ANTE,0,0,1,0,FMLR,FLA KEYS
603U,2010,7,15,1,24.67422,-80.94629,20.6,13,6664895,SPGR_LR,4,9,0,211,HYP TANN,0,0,1,0,FDLR,FLA KEYS
604U,2010,9,8,2,24.6823167,-80.9364333,8.1,18.3,6683649,SPGR_LR,4,9,0,210,HYP PUEL,0,0,1,0,FMLR,FLA KEYS
605H,2010,9,27,2,24.7410833,-80.7839333,13,11.4,6972432,ISOL_LR,4,9,0,118,HAL RADI,0,0,1,0,FMLR,FLA KEYS
605U,2010,9,27,1,24.7411,-80.7836167,13.4,11.1,6972432,SPGR_LR,4,9,0,386,CAR LUGU,0,0,1,0,FMLR,FLA KEYS
606H,2010,9,27,2,24.7502167,-80.7727333,8.8,9.9,6991187,SPGR_LR,4,9,0,47,CEN UNDE,0,0,1,0,FMLR,FLA KEYS
607U,2010,10,1,1,24.7559333,-80.7713167,7.6,6.9,6994940,SPGR_LR,4,9,0,48,CHA CAPI,0,0,1,0,FMLR,FLA KEYS
608U,2010,8,11,2,24.80222,-80.68348,12.3,9.1,7159966,SPGR_LR,4,10,0,178,SCA GUAC,0,0,1,0,FMLR,FLA KEYS
609U,2010,8,11,2,24.83859,-80.63385,9,7.6,7253736,CONT_LR,4,10,0,120,XYR NOVA,0,0,1,0,FMLR,FLA KEYS
610U,2010,8,17,2,24.94769,-80.46188,10.1,13.7,7580047,SPGR_LR,4,10,7,48,CHA CAPI,9,0.5,1,1,FMLR,FLA KEYS
611U,2010,8,17,2,24.94629,-80.45996,8.4,13.7,7583796,SPGR_LR,4,10,7,182,SPA AURO,10,0.5,1,1,FMLR,FLA KEYS
612U,2010,8,3,2,24.91889,-80.50579,14.9,21.3,7497531,SPGR_LR,4,10,9,238,CAN ROST,0,0,1,1,FMLR,FLA KEYS
613U,2010,8,3,2,24.92156,-80.50625,7,21.3,7497532,SPGR_LR,4,10,9,702,SER SPE.,0,0,1,1,FMLR,FLA KEYS
614U,2010,8,12,2,24.84777,-80.61685,10.8,11.4,7287491,SPGR_LR,4,10,12,238,CAN ROST,3,0.5,2,1,FMLR,FLA KEYS
615U,2010,9,3,2,24.76184,-80.75745,10.2,10.7,7021193,SPGR_LR,4,9,13,108,INE VITT,0,0,1,1,FMLR,FLA KEYS
617U,2010,7,15,2,24.6206,-81.1162,15.9,12.2,6342365,SPGR_LR,4,9,15,702,SER SPE.,0,0,1,1,FMLR,FLA KEYS
618U,2010,7,15,1,24.62506,-81.10371,15.7,13.7,6364868,SPGR_LR,4,9,15,39,CAR RUBE,12,0.5,1,1,FMLR,FLA KEYS
619U,2010,9,7,1,24.5984667,-81.1922,16.5,10.7,6196103,SPGR_LR,4,9,0,258,DIP ARGE,0,0,1,0,FMLR,FLA KEYS
620H,2010,8,11,2,24.777,-80.71789,10.8,12.2,7096202,SPGR_LR,4,9,0,36,CAR CRYS,0,0,1,0,FMLR,FLA KEYS
620U,2010,8,11,1,24.77715,-80.71803,10.7,11.4,7096202,ISOL_LR,4,9,0,66,MEG ATLA,0,0,1,0,FMLR,FLA KEYS
621U,2010,8,11,1,24.81685,-80.66058,15.1,9.9,7204974,SPGR_LR,4,10,0,702,SER SPE.,0,0,1,0,FMLR,FLA KEYS
622U,2010,8,11,2,24.81873,-80.66219,10.7,7.6,7201225,CONT_LR,4,10,0,707,HOL SPE.,0,0,1,0,FMLR,FLA KEYS
